580	917	183	
642	847	141	
571	914	276	
205	407	753	
732	775	814	
597	912	242	
566	919	324	
543	920	139	
548	920	350	
558	919	224	
571	920	196	
239	348	686	
536	918	270	
557	920	206	
560	657	451	
747	778	354	
226	393	476	
720	327	620	
579	917	227	
551	916	266	
190	413	198	
801	780	444	
548	921	187	
627	613	325	
602	905	307	
567	917	399	
229	364	667	
495	659	549	
572	916	316	
193	410	174	
133	415	232	
763	786	685	
578	913	147	
584	897	89	
612	903	-66	
571	915	138	
201	401	-9	
742	764	-30	
598	910	-84	
565	902	-12	
542	916	-118	
547	918	-120	
558	917	117	
572	899	58	
248	366	-220	
537	920	127	
554	905	54	
560	658	-68	
745	781	-179	
223	388	-471	
721	326	-172	
579	915	154	
552	920	139	
189	412	-660	
811	770	-499	
543	909	56	
627	614	-201	
613	878	101	
567	915	-205	
233	372	-295	
494	653	21	
572	919	-292	
192	408	-700	
134	416	-634	
766	784	-261	
577	916	-91	
581	914	262	
613	900	379	
571	916	407	
195	391	1551	
733	775	1652	
604	896	653	
566	916	636	
535	901	446	
548	920	811	
558	920	327	
571	916	315	
245	360	1577	
527	899	488	
557	921	332	
560	650	989	
756	767	931	
226	393	1418	
725	308	1449	
580	912	310	
551	916	395	
181	398	1078	
789	790	1297	
547	920	302	
628	608	863	
613	878	609	
567	908	1091	
228	363	1637	
496	662	1067	
572	904	1086	
184	395	1067	
135	417	1095	
762	787	1614	
577	918	378	
631	186	297	
331	504	37	
333	477	351	
173	419	197	
355	542	279	
340	562	137	
492	716	567	
460	726	46	
443	754	428	
350	426	403	
359	447	184	
199	410	246	
344	544	868	
348	489	260	
351	417	324	
331	493	114	
200	408	271	
625	229	568	
631	146	834	
332	471	553	
168	408	90	
331	530	117	
345	450	275	
381	395	192	
348	497	266	
446	743	382	
206	404	361	
380	390	710	
449	742	277	
169	406	85	
147	416	100	
339	544	193	
343	555	40	
625	190	-524	
350	510	-238	
336	477	-10	
166	402	-4	
335	533	0	
364	577	-211	
477	703	-238	
461	727	-952	
452	765	-339	
346	427	-164	
343	449	-209	
199	410	-74	
343	544	-129	
347	489	-293	
353	416	-120	
329	492	-80	
200	410	-252	
640	220	-202	
632	146	-24	
337	471	-40	
171	416	-256	
334	531	-105	
342	451	-538	
360	403	-171	
333	494	-12	
459	758	-314	
206	401	-163	
369	395	-74	
453	747	-403	
174	418	-272	
147	416	-267	
334	541	-55	
340	553	-322	
620	192	1099	
344	508	304	
346	478	770	
165	400	543	
