197	671	590	42.0
191.067316375	629.047451507	601.86536725	46.0414634768
183.813019081	690.96885682	553.076453427	53.3534431205
203.18061929	689.026806263	629.658973778	34.8407498565
157.911567377	662.981859975	608.541948808	62.1033495428
182.449869301	599.646749726	638.869698803	54.7038510205
171.007072585	619.644212231	559.237349197	61.532871235
146.464132903	728.317742998	569.633176166	74.8827576812
190.616185421	719.315383238	506.021219573	46.5402263281
186.057487497	669.272328799	502.201835997	50.1661855024
186.63121801	696.749860194	661.65448292	50.5018020916
207.301955895	724.573334478	620.901133494	30.4667561287
115.157200709	700.064729023	638.644513095	35.8636741433
155.251857454	565.414769297	602.76199342	31.5213694222
177.672863325	559.693608833	678.822839696	51.4883185259
167.022471904	642.298966059	672.900722473	64.9839039766
197.7920695	559.272538676	602.129166748	39.3981970486
170.295417884	605.411118225	497.32339027	58.2512208916
163.808262298	557.254523083	568.835762912	37.951629679
202.540582088	570.654652824	533.897921917	34.4858211701
141.289810278	768.973135049	504.584548884	71.944950066
121.202300938	783.893773322	616.367565301	49.1105179455
88.7223399154	777.228438235	556.046871933	52.3315870172
188.820082599	775.756406658	612.836244855	45.4380635841
201.26818079	782.003340928	564.60015136	36.7476953618
129.001944272	676.4768705	515.609530088	39.8359571101
104.58493112	735.708190371	633.683720069	44.3425841936
207.912279219	757.052315161	531.179174188	30.1156549004
207.264896054	700.144140692	464.651696183	30.7489906385
170.246397194	706.173584382	463.967463232	66.8095089589
152.473543016	725.783883939	688.980622915	63.6336033514
164.060857045	538.568294352	620.799468774	33.4921872569
203.512329212	579.073208249	721.457958411	33.8057122406
148.080581744	589.915513426	711.563236339	32.6855248971
192.210243068	518.773576961	647.594394321	44.5124943372
165.065545743	526.914583121	719.166255957	31.894510798
197.060213813	527.001213891	716.457108292	40.4721627051
167.5179561	568.925342673	730.520549203	46.09150503
185.157155904	642.970621022	737.379598919	51.0615805381
121.817076239	670.117671083	713.759445477	30.8661568967
178.938836356	523.451395703	593.456679502	42.7061527118
204.128383789	544.162866139	564.111281011	33.5935186787
171.973022842	549.490952991	474.955324177	43.558380585
155.327767153	596.85817495	439.591023163	40.6213974333
134.751208454	651.110816064	480.639373599	36.1402912407
203.235595397	614.079585991	447.624175076	33.7874254513
203.008668755	574.878750746	456.97704753	34.0432200443
164.915233625	532.532163456	537.471575325	32.0753599507
203.390905479	542.310539809	510.939190375	34.1527730598
113.392034106	759.009643559	436.83280675	60.5512346477
95.4321123516	816.385331211	471.162836836	47.6004715969
69.5641300736	764.988375038	487.051604834	31.486906546
161.248415812	804.89862501	566.057053928	32.8767457253
195.18388592	790.530765306	458.774584589	31.7507032604
160.116090681	788.809199394	649.137072453	33.1033288858
72.9450480496	769.883603128	607.027451839	38.3780146492
83.2827281842	785.47375552	650.600512926	35.4779006829
82.2334066759	812.607695409	599.959609823	32.665172392
125.871380539	816.105341213	563.822252529	30.0528217608
45.596031753	798.117743751	530.440626462	44.0294797857
82.1796500421	824.896607312	530.810782422	39.0821963831
53.0639711648	798.878162119	590.856231904	51.0907348114
204.944373195	763.317668198	655.680788439	33.1624410832
92.1089013668	751.438836582	675.451297939	40.56038566
201.150660339	652.685436631	433.65751284	36.1353583656
133.929075557	669.856262745	418.17605769	41.4179138924
146.345470828	709.070666366	399.507389093	67.2774593986
202.939036859	757.135640331	431.274823567	34.2049549263
153.144602564	686.191370619	741.323267642	53.8737366013
202.346985228	742.408364676	728.274850113	34.7794162595
202.426908026	704.835698612	726.042796955	34.7667648623
201.239266322	769.248985147	695.341369434	35.8724399799
108.53391176	721.185550435	737.518587675	30.1194441933
204.594868473	581.23828677	757.181754022	32.5328931346
140.348588365	614.517310541	734.759216476	32.422080078
194.704370943	486.349914592	614.339355993	42.3997295332
183.417612252	480.405733401	672.37362662	33.181014912
165.829732651	522.711555127	752.790479907	30.3696019234
185.436866521	487.016899205	708.088298241	37.9110109439
195.117582308	538.657002922	757.252369901	42.9041848638
191.850743868	495.744394221	744.737087993	45.9890082767
160.331130597	600.068253185	766.454676717	47.0371016047
195.47985407	649.680374829	788.993089749	41.6947707052
182.197599369	494.588066163	559.472436656	37.3397834104
175.876036066	508.509314133	455.440258054	36.1059333204
203.384497979	542.606246112	442.683260679	33.6224602648
178.66623231	512.374064123	500.511214873	40.7298665437
170.521084531	547.555035243	429.4612571	42.8101505242
154.66551613	626.659470968	409.127476121	49.7008916852
184.614446056	586.800123609	410.304344259	52.3905540098
204.954200124	512.998765209	532.043668088	32.6164535847
107.734704888	761.838308167	374.60218536	58.91609528
160.582783252	797.548755361	422.675582006	39.2257069112
59.0489432213	789.985205363	436.83280675	40.29856428
92.1377069236	812.539060165	412.429690356	51.4119176899
51.4369235713	825.027243293	492.374802855	56.9654203196
45.8778127715	785.47375552	648.262705713	43.251181913
2.04097541135	812.636095865	527.141000981	31.033851992
32.0974903963	838.613367821	547.662903365	37.4107344637
13.8158841589	784.59427669	560.86842735	30.9370282885
20.3689888997	829.001628925	619.877620656	35.0891724868
20.5055995341	766.319790488	617.285968875	31.3144682798
8.12588069967	826.262310996	583.834655269	51.8892870949
203.071794421	650.764302549	395.619058016	34.0842777334
177.530820567	684.56789157	342.705502068	59.9495038699
197.883371524	738.866015205	364.075082365	40.1630071102
172.936708096	770.292352169	380.955363092	59.8626922891
138.633317244	648.876636939	780.296433931	40.3057171376
199.279369911	694.689880394	771.675088266	32.4908241298
90.2138242786	740.378023035	719.416596473	30.1557162325
201.000533866	593.655079049	789.204007791	36.1204347175
195.319434206	442.680422912	606.343533573	33.9617474187
204.090966926	456.53293098	687.878642626	33.0913848766
199.010232724	459.615572772	648.659849653	38.4945694274
171.110887381	511.562450699	782.717023374	32.2800146215
158.816554058	553.631177075	779.032986851	32.8531755347
196.546094416	551.989782594	800.107733132	40.6739673267
195.260471363	485.515211737	791.499065063	42.128754234
204.319501854	449.859364835	738.253333841	32.7003207533
164.62789036	618.210127738	811.809363101	55.1990225572
204.292323311	464.623988488	572.184469609	32.8911290286
190.033637231	477.796556459	524.769983267	39.1044764131
195.205144452	485.644393237	431.868174656	41.9835054079
202.560402199	488.087605357	473.411361776	34.661706091
203.384497979	525.306450093	411.543627845	34.161808856
167.923394645	526.773516159	389.846486347	33.1585166028
166.635701826	621.76257682	359.070335939	58.8905478548
190.702898524	552.29889296	368.699919065	46.3335616853
145.847872538	744.29415163	330.439308559	82.5286652312
77.7982089129	807.455825844	347.516784239	63.1955941074
36.0356988486	814.596591706	411.262535225	60.3105356287
7.19110187485	851.386456218	463.662088775	53.3412818649
4.06002755453	849.279701968	517.755282864	43.9117481508
14.3052636212	802.090886651	676.096400359	45.8722144831
4.41067076106	791.89824231	631.325422356	61.2672258532
995.68788942	757.808135209	567.09147032	33.397433719
1.73633717675	853.725724481	640.301873506	43.5996513738
968.536875154	851.089314474	556.994651509	40.4106746942
961.790212315	843.574538744	605.220348369	31.9729930206
989.804439137	876.915708259	582.218057484	53.2751827812
201.431300042	644.15435355	302.291964047	36.1360179721
139.035726513	649.420196999	309.231507238	40.4412662584
183.430909838	673.610582925	282.018869573	53.853211558
205.664209291	422.818454748	634.481321804	32.392989881
203.393312671	423.045526741	698.343456451	30.6894190659
154.67314493	560.88214305	812.870828066	32.2804298948
185.323009528	565.457484459	839.014427408	51.6975416563
171.136267872	520.804995472	814.352635891	36.2446483869
188.763624534	460.97156816	827.592658559	31.17264557
203.705315739	443.290989858	781.847814348	33.6984229961
135.686293619	636.732749652	857.537085951	31.2766456288
194.896133385	444.704065845	545.123442622	31.6153569496
203.103687338	456.557725035	492.094858	34.1248130421
190.695379386	491.95806433	388.574430023	44.5047768933
205.310739663	445.703231213	416.46917243	32.8337275986
198.597756824	450.870116418	458.58499709	36.794447112
177.367683123	616.396586171	299.373689971	59.7955390332
153.142674879	570.137082417	329.737668665	33.8941448405
196.147131557	517.092852678	336.034520865	41.9051765408
91.844489251	787.49685826	281.836263601	61.4474165671
197.076521826	774.36314143	270.30132896	40.0232373809
165.118721966	800.679229587	270.485554783	35.1049811158
133.295378496	712.016309807	253.331130871	55.3126139577
39.3767361179	859.788521548	353.478736914	40.9766886114
13.5651846931	814.665655093	338.996076945	49.3106853673
66.9139553769	848.271776604	297.857377481	34.0197511123
39.4667498508	821.186497747	296.598875933	47.3242392126
3.3493027679	766.077722523	432.712982653	30.6620578837
22.7994394703	874.159758908	398.627924	46.742580282
974.640926169	851.386456218	418.905597179	30.1246282361
964.661761111	885.663835341	472.548816696	47.9220622196
990.583742854	893.12927754	431.345065816	72.4970299503
986.719679671	890.521610448	528.065759984	37.2216826678
962.754506714	843.892025336	498.449441601	31.592032422
33.5263641991	845.338362952	683.304313075	38.9520968436
7.70786993883	800.291597465	723.477682259	46.6055260508
981.162345545	770.76900803	690.664715996	48.7384242441
994.989836567	840.72174076	696.74392583	51.2051665965
981.356134874	732.981095042	631.325422356	70.8727005803
974.771183193	735.072584963	549.812452133	58.2946317172
992.663527571	898.391864078	638.906056644	45.3830419228
20.9895657073	881.941662844	670.509525166	54.5254519153
937.726796975	875.579376616	541.194611417	34.5235506337
933.085057673	860.543132469	578.265741998	38.6807704508
32.0526153164	912.457824728	584.900481368	47.2276625133
987.397755776	931.066083876	593.048132607	51.6872844536
127.122606953	657.70758452	269.348454797	33.7247457795
204.13464744	701.905690982	238.541020607	33.0466472078
174.162045162	644.713534232	235.129318863	63.9154150593
165.895867853	524.096473151	867.215116936	31.0046561494
159.795527586	582.62251542	883.027327309	41.4694221407
180.330738545	546.320445688	888.937137245	51.5225215305
207.282316683	596.827923251	876.658953959	30.2165722487
198.494099335	513.400319983	839.014427408	38.9334090523
196.022851792	477.625089518	855.34852749	41.7058155852
202.750440002	436.49464109	845.076177895	34.0497470204
141.975986977	631.700994966	889.82417852	32.788383575
207.525037665	419.972461629	526.180086201	30.7554285318
204.487998399	425.238222138	570.79578722	31.8796631584
204.560585352	448.573387598	379.181871143	33.5481701315
207.950556	478.153923039	347.655011196	30.0735704628
207.755211775	416.980683895	396.913395533	30.7334324227
205.582068768	417.944074399	477.875001506	30.3054676004
203.449597926	575.410720053	261.182314725	34.7616743618
190.903429859	556.162513197	296.666540624	46.1632699679
164.829101964	571.350572376	258.971595124	43.9079461997
203.380575014	491.77580058	300.900652648	33.8351703628
169.996635884	510.963830255	301.303393799	30.6560407273
67.3968481471	837.297608657	251.050345174	42.8400582211
109.315844265	820.632186735	230.627119595	37.605576895
88.4970280275	774.107013366	219.908230966	40.1728811289
128.968892667	770.572497879	233.246970895	75.1553443201
203.890404079	743.927800702	242.137282316	33.6906691477
151.457876622	700.580662839	200.189006724	59.5571022244
7.68838516081	884.995164355	339.074941024	50.5224472635
973.927809169	809.003172876	306.908677711	45.0750144904
981.179483842	774.877508334	339.921382683	30.1420829259
988.804974837	846.028587578	371.184349758	31.0079910345
38.6731332783	870.373289551	294.480757448	30.7267683309
