2.64712		0.00355059		4.0277
2.58702		0.380992		5.43314
1.99363		5.43464		0.514904
2.49941		5.6144		3.41086
0.754338		1.14492		5.77579
2.01649		1.40752		3.76035
2.20784		1.21498		6.13239
2.12531		2.76075		1.6304
2.67541		4.85119		5.84909
6.09941		0.161995		2.48328
6.00619		0.803917		4.01447
2.01325		5.1041		5.87058
5.97695		6.05589		1.68947
2.4236		2.35579		4.91733
2.93398		3.4163		3.88756
1.6936		5.42458		5.11324
3.45203		0.177557		0.515622
1.82843		1.3315		4.10575
2.06322		5.62537		1.35031
2.37815		1.01737		3.83697
2.54608		5.44422		3.99747
2.61252		0.179673		5.58685
3.75607		3.9095		1.74468
1.81834		5.15018		1.83101
3.33716		1.05143		5.94155
2.73342		2.39694		2.97795
2.02664		5.35455		0.135544
3.69941		0.789298		5.90573
0.957341		4.92681		5.57826
3.54889		3.68631		0.909145
2.46114		5.42421		0.579115
6.0213		6.16152		5.45069
3.665		0.83568		4.09431
2.96007		4.88624		1.23967
2.87887		5.28973		3.47646
2.56591		0.183046		0.884104
1.89676		1.26477		2.93803
6.01867		1.05948		0.697086
2.89652		4.12282		3.28346
1.77574		0.174598		5.9581
2.08694		0.683394		3.07553
2.04098		5.14176		5.70137
6.05883		0.381		5.00924
1.93644		0.591388		5.76549
3.63206		6.26018		2.06329
2.61356		0.876211		5.61929
2.20634		0.65186		6.00029
3.83613		3.19113		2.17379
0.772965		1.37039		0.689865
2.06501		5.75049		4.03981
2.92489		2.57502		3.77285
2.33227		1.21337		3.00478
2.82242		3.50904		4.20669
3.71558		0.0945779		0.836201
6.13919		5.57249		5.51585
3.48423		2.53671		2.75499
2.65598		0.121227		4.60717
5.99261		0.663771		0.561983
1.72594		1.79686		5.09322
2.96003		5.19763		4.36094
2.84465		3.33295		2.20774
2.23493		0.41975		3.30182
2.74742		3.37978		2.21626
0.825175		6.22443		5.54922
3.03291		5.70736		5.79612
0.945747		5.72612		1.93725
6.14611		5.99905		4.00902
2.3597		0.292872		1.31657
0.720107		0.889763		4.2827
3.03077		0.128547		3.55521
6.05051		0.32248		4.81935
2.31379		0.930558		3.21464
0.849953		5.08803		1.525
0.967225		0.837843		4.45607
2.82212		6.2098		5.11396
2.07834		6.03793		1.65696
2.17808		5.87048		0.314422
2.79516		4.86109		0.764604
0.91999		5.56119		4.60182
2.69005		1.00284		5.17872
3.75918		5.75457		5.38369
0.851123		1.17341		6.27983
1.97466		0.981717		4.99841
2.49042		0.384135		5.53201
3.76311		3.10777		2.13218
1.77938		2.69404		3.82286
2.08948		0.705678		0.76985
3.04759		5.59614		1.8228
6.00944		5.76964		5.86627
0.797618		2.96695		6.23005
2.40701		5.05254		3.66933
0.960331		1.04996		1.34398
3.44304		6.24427		2.67559
0.843952		2.82864		0.440808
2.59991		4.4113		1.43014
2.85791		5.37163		2.4801
2.18161		5.77706		5.6593
6.09185		0.270492		0.825141
2.13852		0.062871		4.87214
1.77687		2.23075		4.07143
1.82276		0.0332709		1.40029
2.75568		2.78713		2.74607
2.33715		1.03315		5.4553
0.967144		5.388		1.81237
1.74557		1.12804		2.08283
1.96557		0.804783		0.697556
6.19339		5.47624		1.00211
1.72258		2.25603		4.10937
0.72413		1.03039		0.171045
1.75049		2.81992		3.57807
2.39932		1.0716		0.773622
3.4315		0.887938		1.18112
6.0439		6.06615		1.39744
2.68825		5.47805		5.57308
3.68229		5.26674		0.245065
3.02463		5.41438		3.9119
2.02397		3.61734		4.13655
2.51671		1.37169		4.17605
1.84993		5.63456		4.22632
5.98648		6.01284		5.41535
2.15243		1.69422		4.99517
2.84663		4.21093		0.0836809
1.78316		2.51396		3.5773
2.58394		1.13593		4.5296
0.889956		0.777828		2.15403
2.53626		3.48358		0.965318
2.93157		3.19725		1.98432
2.02543		0.344365		3.9371
1.89969		1.23432		4.71493
2.63832		5.79361		3.32805
2.83156		0.729048		0.916892
2.86675		3.77697		4.65247
2.50729		4.90068		0.320151
2.07152		1.67809		4.9205
2.60713		0.239811		1.99814
3.34607		0.171845		2.21159
2.7025		0.424029		0.249787
2.73087		5.68544		0.297938
2.14572		2.59048		5.39836
3.72397		5.37311		0.350183
0.809073		6.26902		2.85844
2.07386		5.86304		2.03839
1.93764		5.9924		2.86589
1.89904		3.49788		3.45495
3.03297		4.87288		2.00412
2.21546		3.69343		3.41962
3.02917		6.24258		2.3707
2.25458		4.79845		2.8883
2.3017		5.07411		3.24015
2.31357		5.02467		1.56694
3.69541		3.56496		2.34983
2.87617		2.65165		1.97571
1.9727		0.562133		5.65783
6.10386		5.43846		4.75644
1.79638		5.61649		5.17223
3.0001		5.69415		3.20154
2.14611		3.04071		3.73011
2.72416		4.65776		2.21868
2.4988		3.47722		0.956241
3.80864		5.125		5.47722
2.62952		3.17917		2.31065
2.34798		0.897531		3.03746
2.159		1.7688		5.90269
3.6253		5.38242		4.80853
2.2442		0.839761		0.393115
0.698459		1.30792		5.6644
2.07061		0.561833		4.26692
2.30787		5.17651		4.56491
0.838542		5.18405		5.77525
0.872661		5.0591		5.87993
1.94418		6.21896		4.33527
6.08834		0.0466219		0.877501
2.01594		3.04791		3.64073
3.81593		5.20358		0.35401
2.36864		0.168817		1.9838
