3.8539		2.92283		0.800165		0
3.8539		2.92283		0.800165		1
1.19975		4.7253		4.74361		2
1.19975		4.7253		4.74361		3
5.7402		1.32018		4.91756		4
1.34793		2.74742		3.41098		5
5.658		5.11155		2.69298		6
3.66564		4.57339		2.42472		7
5.69456		4.30604		3.39526		8
5.69456		4.30604		3.39526		9
2.88184		2.28097		3.34108		10
1.19346		4.23489		2.07279		11
1.19346		4.23489		2.07279		12
0.454055		4.89165		1.83509		13
5.37162		6.23958		4.5825		14
5.19239		2.99685		1.70107		15
1.33393		2.40823		6.00711		16
4.72919		5.05534		6.01066		17
4.72919		5.05534		6.01066		18
4.72919		5.05534		6.01066		19
2.4737		1.654		2.00845		20
5.81478		4.24102		2.38944		21
5.81478		4.24102		2.38944		22
4.96474		5.43448		0.341145		23
4.96474		5.43448		0.341145		24
4.96474		5.43448		0.341145		25
1.26924		1.59898		4.38425		26
3.10433		0.687409		4.34065		27
1.40364		3.18682		3.67187		28
4.81451		2.09603		0.38553		29
4.81451		2.09603		0.38553		30
4.81451		2.09603		0.38553		31
4.81451		2.09603		0.38553		32
0.23239		3.42996		2.79376		33
6.2395		1.87596		1.56591		34
6.2395		1.87596		1.56591		35
5.96697		4.34965		3.21991		36
1.69223		3.88125		1.17774		37
1.69223		3.88125		1.17774		38
4.08167		2.5628		0.329038		39
4.08167		2.5628		0.329038		40
4.08167		2.5628		0.329038		41
4.42282		3.31714		1.47396		42
3.91542		4.58638		3.07294		43
3.91542		4.58638		3.07294		44
0.073956		2.81117		0.663984		45
0.073956		2.81117		0.663984		46
3.74582		1.34249		2.76001		47
3.74582		1.34249		2.76001		48
3.74582		1.34249		2.76001		49
4.13135		1.57488		6.18997		50
4.13135		1.57488		6.18997		51
0.641922		1.53119		1.78274		52
5.42775		2.90722		3.73046		53
0.322309		0.705702		0.0100712		54
0.651346		5.12852		3.32721		55
5.19825		4.77724		3.03793		56
3.33939		2.31383		0.908396		57
3.33939		2.31383		0.908396		58
1.50574		3.01175		5.22945		59
1.35495		2.15632		1.85348		60
5.08541		2.47863		2.55918		61
5.08541		2.47863		2.55918		62
5.09548		3.12997		1.40451		63
2.1395		5.25528		4.16526		64
3.7699		4.17034		2.65932		65
0.524645		0.562567		1.22732		66
0.0905517		3.90196		3.54115		67
0.0905517		3.90196		3.54115		68
0.0905517		3.90196		3.54115		69
0.998948		3.71818		3.70315		70
3.48222		3.44118		4.50707		71
1.21351		4.94693		1.23563		72
0.159772		0.0186913		3.39195		73
4.57243		3.91639		2.71737		74
4.57243		3.91639		2.71737		75
4.57243		3.91639		2.71737		76
3.85903		3.54261		5.85981		77
3.85903		3.54261		5.85981		78
0.235158		4.06726		0.139192		79
0.235158		4.06726		0.139192		80
1.46248		4.15781		4.04115		81
1.46248		4.15781		4.04115		82
5.00363		5.15675		1.47615		83
5.00363		5.15675		1.47615		84
5.00363		5.15675		1.47615		85
0.647478		3.5693		3.58107		86
0.647478		3.5693		3.58107		87
1.88311		3.72907		3.59977		88
5.27507		5.74232		2.42068		89
4.86246		4.03157		0.0538823		90
4.86246		4.03157		0.0538823		91
1.29665		3.72533		6.10977		92
1.29665		3.72533		6.10977		93
2.98611		1.30117		3.3692		94
2.56274		1.53633		1.15327		95
2.70193		2.99881		5.31108		96
2.70193		2.99881		5.31108		97
0.459898		1.71926		4.18465		98
1.93605		4.14286		0.257253		99
0.570193		4.79034		3.82655		100
4.15127		0.390268		1.27244		101
4.15127		0.390268		1.27244		102
4.15127		0.390268		1.27244		103
1.46785		5.66533		0.731576		104
3.88852		4.24461		4.76315		105
3.88852		4.24461		4.76315		106
3.94241		5.54126		2.20529		107
3.76899		2.24419		3.50647		108
0.855008		4.80693		5.0428		109
2.00828		1.22567		1.75843		110
1.03617		1.68557		3.47769		111
5.22081		3.62162		1.33737		112
5.22081		3.62162		1.33737		113
5.47807		4.19181		6.12771		114
5.47807		4.19181		6.12771		115
5.47807		4.19181		6.12771		116
3.02143		2.05989		0.234792		117
3.02143		2.05989		0.234792		118
3.02143		2.05989		0.234792		119
3.02143		2.05989		0.234792		120
4.29387		3.52774		5.90013		121
4.29387		3.52774		5.90013		122
5.02545		1.13308		3.86155		123
5.02545		1.13308		3.86155		124
3.50541		5.07548		3.11963		125
5.7107		2.56129		5.36382		126
0.646533		5.39837		4.13724		127
1.9839		4.59325		2.04586		128
1.68016		4.36763		2.48338		129
5.54171		1.58985		1.27568		130
5.54171		1.58985		1.27568		131
5.54171		1.58985		1.27568		132
1.45879		3.95135		0.970083		133
1.45879		3.95135		0.970083		134
5.34635		5.64495		0.111474		135
4.1764		2.81379		0.289031		136
4.1764		2.81379		0.289031		137
4.1764		2.81379		0.289031		138
4.69202		3.46032		5.6874		139
4.69202		3.46032		5.6874		140
4.69202		3.46032		5.6874		141
4.59194		0.989463		5.32896		142
4.59194		0.989463		5.32896		143
4.59194		0.989463		5.32896		144
2.41451		3.05268		4.67115		145
3.76481		4.73284		2.75559		146
6.2482		3.99137		4.34545		147
6.2482		3.99137		4.34545		148
6.2482		3.99137		4.34545		149
1.24069		0.0863346		5.36281		150
5.07766		1.54512		3.03098		151
6.04774		0.608287		2.39274		152
6.15922		4.78469		5.20653		153
0.165061		3.19352		2.38367		154
0.165061		3.19352		2.38367		155
5.85246		5.7396		1.5447		156
3.56674		4.04835		2.53417		157
1.00048		3.94449		4.0365		158
1.00048		3.94449		4.0365		159
0.897964		3.94466		3.37614		160
0.897964		3.94466		3.37614		161
3.92894		3.70921		3.98442		162
3.92894		3.70921		3.98442		163
0.0384993		3.58525		2.48592		164
0.0384993		3.58525		2.48592		165
0.0384993		3.58525		2.48592		166
5.24503		3.75031		5.67945		167
5.24503		3.75031		5.67945		168
1.34551		3.31958		5.13586		169
2.89021		0.603139		2.90103		170
5.42438		3.21566		3.0807		171
4.72804		4.21614		0.742		172
4.72804		4.21614		0.742		173
4.72804		4.21614		0.742		174
2.48135		1.68903		4.6515		175
4.22603		3.50737		3.51849		176
6.05705		4.40533		1.17997		177
